,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,COMTime
0,-0.12,-0.06,-0.14,23.81,-4.44,-24.06,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1681316,16:09:16.147371
1,-0.70,0.77,0.57,23.81,-4.44,-24.06,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1681901,16:09:16.710154
2,-0.53,0.62,0.25,23.81,-4.44,-24.06,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1682227,16:09:17.059498
3,0.70,0.26,-0.59,23.81,-4.44,-24.06,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1682267,16:09:17.104186
4,0.70,0.26,-0.59,32.75,-8.88,17.75,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1682326,16:09:17.159411
5,0.13,-0.25,0.32,32.75,-8.88,17.75,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1682383,16:09:17.218166
6,0.13,-0.25,0.32,30.69,-9.81,15.00,-2.56,10.94,1.93,0.55,-0.39,-0.55,0.49,1682890,16:09:17.722899
7,0.13,-0.25,0.32,30.69,-9.81,15.00,-0.84,10.02,1.27,0.55,-0.39,-0.55,0.49,1682977,16:09:17.809760
8,0.13,-0.25,0.32,30.69,-9.81,15.00,-2.56,9.60,0.28,0.55,-0.39,-0.55,0.49,1683227,16:09:18.059587
9,0.08,-0.16,-0.61,30.69,-9.81,15.00,-2.56,9.60,0.28,0.55,-0.39,-0.55,0.49,1683280,16:09:18.110134
10,1.18,0.08,-0.60,30.69,-9.81,15.00,-2.56,9.60,0.28,0.55,-0.39,-0.55,0.49,1683366,16:09:18.167769
11,1.18,0.08,-0.60,22.00,-16.00,21.69,-2.56,9.60,0.28,0.55,-0.39,-0.55,0.49,1683423,16:09:18.259524
12,0.91,-0.19,-0.14,22.00,-16.00,21.69,-2.56,9.60,0.28,0.55,-0.39,-0.55,0.49,1683483,16:09:18.317734
13,0.91,-0.19,-0.14,22.00,-16.00,21.69,-2.52,9.14,1.39,0.55,-0.39,-0.55,0.49,1683529,16:09:18.359494
14,0.91,-0.19,-0.14,22.00,-16.00,21.69,-1.79,9.25,1.50,0.55,-0.39,-0.55,0.49,1683735,16:09:18.576480
15,0.42,-0.17,-0.26,22.00,-16.00,21.69,-1.79,9.25,1.50,0.55,-0.39,-0.55,0.49,1683791,16:09:18.618298
16,0.42,-0.17,-0.26,22.00,-16.00,21.69,0.58,9.71,-0.03,0.55,-0.39,-0.55,0.49,1683948,16:09:18.776024
17,0.42,-0.17,-0.26,22.00,-16.00,21.69,-1.03,10.98,-0.30,0.55,-0.39,-0.55,0.49,1684020,16:09:18.851210
18,0.42,-0.17,-0.26,22.00,-16.00,21.69,-0.84,10.52,-0.41,0.55,-0.39,-0.55,0.49,1684068,16:09:18.901453
19,0.42,-0.17,-0.26,22.00,-16.00,21.69,-0.30,10.14,-0.68,0.55,-0.39,-0.55,0.49,1684112,16:09:18.948671
20,-0.64,0.47,0.65,22.00,-16.00,21.69,-0.30,10.14,-0.68,0.55,-0.39,-0.55,0.49,1684149,16:09:18.988491
21,-0.64,0.47,0.65,22.00,-16.00,21.69,-0.72,9.21,-0.87,0.55,-0.39,-0.55,0.49,1684196,16:09:19.034263
22,-0.64,0.47,0.65,22.00,-16.00,21.69,-1.53,9.25,0.01,0.55,-0.39,-0.55,0.49,1686284,16:09:21.122910
23,0.12,0.26,-0.88,22.00,-16.00,21.69,-1.53,9.25,0.01,0.55,-0.39,-0.55,0.49,1686346,16:09:21.176025
24,-0.55,-0.28,1.07,22.00,-16.00,21.69,-1.53,9.25,0.01,0.55,-0.39,-0.55,0.49,1686432,16:09:21.265908
25,-0.55,-0.28,1.07,22.00,-16.00,21.69,-0.91,11.48,0.13,0.55,-0.39,-0.55,0.49,1686497,16:09:21.335559
26,-0.83,0.37,0.77,22.00,-16.00,21.69,-0.91,11.48,0.13,0.55,-0.39,-0.55,0.49,1686633,16:09:21.458959
27,-0.83,0.37,0.77,22.00,-16.00,21.69,-0.07,10.06,-0.30,0.55,-0.39,-0.55,0.49,1686725,16:09:21.560278
28,-0.61,0.89,0.59,22.00,-16.00,21.69,-0.07,10.06,-0.30,0.55,-0.39,-0.55,0.49,1686800,16:09:21.634201
29,-0.61,0.89,0.59,22.00,-16.00,21.69,-0.80,9.52,0.36,0.55,-0.39,-0.55,0.49,1686857,16:09:21.692279
30,-0.61,0.89,0.59,22.00,-16.00,21.69,-2.56,10.94,0.59,0.55,-0.39,-0.55,0.49,1687047,16:09:21.883918
31,-0.61,0.89,0.59,22.00,-16.00,21.69,-3.13,13.01,-0.37,0.55,-0.39,-0.55,0.49,1687095,16:09:21.926218
32,-0.61,0.89,0.59,22.00,-16.00,21.69,-1.26,10.37,0.97,0.55,-0.39,-0.55,0.49,1687140,16:09:21.976049
33,-0.61,0.89,0.59,22.00,-16.00,21.69,-0.61,10.06,1.31,0.55,-0.39,-0.55,0.49,1687223,16:09:22.050986
34,-0.61,0.89,0.59,22.00,-16.00,21.69,-0.68,9.91,1.58,0.55,-0.39,-0.55,0.49,1687266,16:09:22.101160
35,0.42,-0.04,-0.42,22.00,-16.00,21.69,-0.68,9.91,1.58,0.55,-0.39,-0.55,0.49,1687313,16:09:22.149997
36,0.42,-0.04,-0.42,22.00,-16.00,21.69,-0.57,9.52,1.96,0.55,-0.39,-0.55,0.49,1687356,16:09:22.190770
37,0.12,0.08,0.03,22.00,-16.00,21.69,-0.57,9.52,1.96,0.55,-0.39,-0.55,0.49,1687403,16:09:22.239053
38,0.12,0.08,0.03,22.00,-16.00,21.69,-0.72,9.02,1.93,0.55,-0.39,-0.55,0.49,1687450,16:09:22.284865
39,0.12,0.08,0.03,22.00,-16.00,21.69,-0.45,9.91,1.12,0.55,-0.39,-0.55,0.49,1687503,16:09:22.336337
40,0.12,0.08,0.03,22.00,-16.00,21.69,-0.91,11.86,0.74,0.55,-0.39,-0.55,0.49,1687580,16:09:22.409431
41,0.12,0.08,0.03,22.00,-16.00,21.69,-0.45,12.24,0.62,0.55,-0.39,-0.55,0.49,1687686,16:09:22.509759
42,-0.47,-0.57,1.20,22.00,-16.00,21.69,-0.45,12.24,0.62,0.55,-0.39,-0.55,0.49,1687751,16:09:22.584192
43,-0.47,-0.57,1.20,22.00,-16.00,21.69,-0.72,11.36,0.24,0.55,-0.39,-0.55,0.49,1687821,16:09:22.650375
44,-0.47,-0.57,1.20,22.00,-16.00,21.69,0.16,10.06,0.28,0.55,-0.39,-0.55,0.49,1687921,16:09:22.759749
45,-0.77,0.51,0.75,22.00,-16.00,21.69,0.16,10.06,0.28,0.55,-0.39,-0.55,0.49,1688072,16:09:22.901172
46,-0.45,0.45,0.46,22.00,-16.00,21.69,0.16,10.06,0.28,0.55,-0.39,-0.55,0.49,1688267,16:09:23.101329
47,0.09,0.31,-0.10,22.00,-16.00,21.69,0.16,10.06,0.28,0.55,-0.39,-0.55,0.49,1688351,16:09:23.184366
48,1.07,-0.21,-1.30,22.00,-16.00,21.69,0.16,10.06,0.28,0.55,-0.39,-0.55,0.49,1688399,16:09:23.226418
49,1.07,-0.21,-1.30,22.00,-16.00,21.69,-0.88,11.36,0.59,0.55,-0.39,-0.55,0.49,1688445,16:09:23.283666
50,1.07,-0.21,-1.30,22.00,-16.00,21.69,-0.88,10.63,1.16,0.55,-0.39,-0.55,0.49,1688537,16:09:23.376040
51,1.07,-0.21,-1.30,22.00,-16.00,21.69,-0.34,10.02,1.35,0.55,-0.39,-0.55,0.49,1688630,16:09:23.459174
52,0.38,-0.63,-0.49,22.00,-16.00,21.69,-0.34,10.02,1.35,0.55,-0.39,-0.55,0.49,1688861,16:09:23.698875
53,0.26,-0.06,-0.22,22.00,-16.00,21.69,-0.34,10.02,1.35,0.55,-0.39,-0.55,0.49,1688911,16:09:23.742170
